id,jee_main_score,jee_advanced_score,mock_test_score_avg,board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,dropout,board_number,institute_number,income_numbers,PEd_number,loc_number,PPL_Number,MH_Number
ST5947,50.64,56.38,60.26,1,64.24,2,1,3,1,3,1,1,1,0,1,1,1,3,1,1,1
ST5948,62.31,84.65,77.52,1,70.89,1,2,2.9,2,0,1,0,0,0,1,2,2,0,1,0,0
ST5949,71.36,39.33,58.93,1,81.11,1,0,0.9,1,0,2,2,1,1,1,0,1,0,2,2,1
ST5950,75.41,42.08,94.8,1,63.67,1,0,5.2,1,3,2,1,0,0,1,0,1,3,2,1,0
ST5951,68.62,68.19,59.68,0,59.27,2,0,5,1,1,0,0,1,0,0,0,1,1,0,0,1
ST5952,76.93,66.41,80.31,0,75.63,2,0,6.1,0,1,1,0,0,0,0,0,0,1,1,0,0
ST5953,54.48,54.53,78.13,1,58.04,2,0,4.9,1,1,2,0,1,0,1,0,1,1,2,0,1
ST5954,92.21,78.95,71.79,0,62.01,2,0,8.6,2,1,2,0,0,0,0,0,2,1,2,0,0
ST5955,70.85,74.49,59.95,1,82.57,1,2,4.9,2,2,1,2,0,0,1,2,2,2,1,2,0
ST5956,87.64,79.73,66.18,2,72.95,1,2,6.5,2,2,2,2,1,0,2,2,2,2,2,2,1
ST5957,76.8,64.03,42.16,2,87.85,1,1,3.9,0,1,1,0,1,0,2,1,0,1,1,0,1
ST5958,78.39,75.64,70.69,2,62.95,1,3,2.7,1,1,1,2,0,0,2,3,1,1,1,2,0
ST5959,79.98,58.87,72.2,0,74.06,1,2,5.9,0,1,1,0,0,1,0,2,0,1,1,0,0
ST5960,78.27,98.86,69.6,1,79,1,2,4.3,1,2,0,1,1,0,1,2,1,2,0,1,1
ST5961,81,53,32.32,2,63.29,1,3,6.2,2,3,2,1,1,0,2,3,2,3,2,1,1
ST5962,90.61,99.68,52.81,2,85.32,2,3,5.2,1,0,0,0,1,0,2,3,1,0,0,0,1
ST5963,74.75,66.56,59.02,0,80.11,2,1,2.9,0,2,1,1,0,0,0,1,0,2,1,1,0
ST5964,81.93,43.99,71.5,0,58.91,1,1,6.6,0,1,2,0,1,0,0,1,0,1,2,0,1
ST5965,70.74,87.89,71.47,2,74.62,1,0,2.8,0,1,2,1,1,1,2,0,0,1,2,1,1
ST5966,92.16,68.01,65.96,1,78.86,2,1,5.8,0,1,0,1,1,0,1,1,0,1,0,1,1
ST5967,62.53,79.62,75.62,1,69.1,1,1,7.1,2,1,0,2,0,0,1,1,2,1,0,2,0
ST5968,97.21,85.58,55.69,1,60.2,2,3,3.7,0,3,2,0,1,1,1,3,0,3,2,0,1
ST5969,71.44,71.41,75.32,2,77.78,2,2,6.8,0,2,0,2,1,0,2,2,0,2,0,2,1
ST5970,51.97,56.52,73.7,0,97.11,1,0,5.3,0,0,0,0,1,1,0,0,0,0,0,0,1
ST5971,73.79,81.61,72.53,1,71.13,2,1,6.2,2,1,1,1,1,0,1,1,2,1,1,1,1
ST5972,62.47,66.01,65.82,2,90.69,2,3,2.8,1,3,2,0,0,0,2,3,1,3,2,0,0
ST5973,83.77,76.97,89.97,2,67.48,2,0,4.9,2,3,1,0,0,0,2,0,2,3,1,0,0
ST5974,62.86,31.54,73.92,0,77.16,1,0,1.7,2,1,1,0,1,0,0,0,2,1,1,0,1
ST5975,65.75,73.15,56.38,1,82.72,1,3,7.9,2,1,2,0,1,0,1,3,2,1,2,0,1
ST5976,45.55,55.78,70.98,2,74.92,2,1,0.5,1,0,2,1,0,0,2,1,1,0,2,1,0
ST5977,65.67,92.45,77.03,1,72.02,1,1,3.8,0,2,1,1,0,0,1,1,0,2,1,1,0
ST5978,38.07,75.97,60.94,1,82.26,2,1,2.6,2,0,2,2,0,0,1,1,2,0,2,2,0
ST5979,49.83,69.84,81.07,1,93.91,2,1,5.8,0,2,1,0,0,0,1,1,0,2,1,0,0
ST5980,82.65,73.78,72.58,2,78.01,1,0,8.3,0,3,1,2,0,1,2,0,0,3,1,2,0
ST5981,83,50.02,39.89,1,69.84,2,2,5.8,1,3,0,1,0,0,1,2,1,3,0,1,0
ST5982,77.96,91.97,71.6,0,73.1,2,0,10,1,1,1,1,1,0,0,0,1,1,1,1,1
ST5983,58.46,97.86,63.13,2,100,2,0,1.7,2,0,2,0,1,0,2,0,2,0,2,0,1
ST5984,71.33,72.29,74.45,2,76.35,2,3,1.9,1,0,1,0,1,0,2,3,1,0,1,0,1
ST5985,71.95,91.45,79.33,1,69.06,2,0,2.7,1,1,1,2,1,0,1,0,1,1,1,2,1
ST5986,55.78,56.89,70.34,1,63.55,2,1,4.7,1,0,2,1,0,0,1,1,1,0,2,1,0
ST5987,93.05,53.25,87.98,1,56.74,2,3,2.4,0,3,2,2,1,1,1,3,0,3,2,2,1
ST5988,84.28,66.65,65.86,2,78.64,1,3,3,1,3,0,1,0,0,2,3,1,3,0,1,0
ST5989,68.91,72.96,75.5,0,81.55,1,3,5.7,2,1,2,1,0,0,0,3,2,1,2,1,0
ST5990,72.38,59.7,77.66,0,71.03,2,3,2,1,1,1,2,0,0,0,3,1,1,1,2,0
ST5991,74.92,74.6,66.83,2,74.85,1,3,2.2,2,2,2,1,1,0,2,3,2,2,2,1,1
ST5992,43.42,70.9,77.35,0,63.3,2,1,3.7,2,3,2,1,0,0,0,1,2,3,2,1,0
ST5993,68.54,50.03,60.86,1,76.33,2,2,3.9,1,3,0,2,1,0,1,2,1,3,0,2,1
ST5994,62.45,74.3,62.93,2,79.81,2,2,6.5,0,3,1,1,0,1,2,2,0,3,1,1,0
ST5995,57.98,79.82,52.25,0,69.65,2,3,2.7,2,3,0,2,1,0,0,3,2,3,0,2,1
ST5996,68.06,68.74,70.9,2,91.9,1,2,3.1,2,3,0,0,0,0,2,2,2,3,0,0,0
ST5997,97.17,84.44,71.9,0,66.63,2,0,5.7,2,2,1,1,1,0,0,0,2,2,1,1,1
ST5998,80.97,46.52,82.15,2,77.83,2,2,6.1,1,1,2,2,0,0,2,2,1,1,2,2,0
ST5999,64,73.49,77.49,0,83.48,1,0,7.4,2,1,1,1,0,0,0,0,2,1,1,1,0
ST6000,80.02,47.28,64.58,2,74.23,1,1,5.4,1,0,0,1,1,0,2,1,1,0,0,1,1
ST6001,91.59,48.17,53.86,2,73.12,1,3,4.8,2,3,0,2,0,0,2,3,2,3,0,2,0
ST6002,84.94,55.91,73.19,2,60.71,1,0,5.7,0,3,1,0,1,0,2,0,0,3,1,0,1
ST6003,72.83,50.93,81.33,2,88.57,1,1,4,2,1,0,2,1,0,2,1,2,1,0,2,1
ST6004,62.94,57.23,77.06,2,73.3,1,1,4,1,3,2,1,0,0,2,1,1,3,2,1,0
ST6005,81.78,62.57,81.01,1,80.37,2,3,1,1,3,2,0,1,0,1,3,1,3,2,0,1
ST6006,77.51,79.39,65.46,2,81.73,2,2,6.3,2,3,1,0,1,0,2,2,2,3,1,0,1
ST6007,84.53,60.86,62.4,2,68.72,1,1,4.9,1,1,1,1,1,0,2,1,1,1,1,1,1
ST6008,80.89,40.63,59.16,2,73.02,1,2,6.1,0,0,2,2,0,1,2,2,0,0,2,2,0
ST6009,86.69,84.24,67.33,0,88.34,2,2,0,1,1,1,2,0,1,0,2,1,1,1,2,0
ST6010,64.51,52.61,67.06,2,63.83,1,2,4.4,2,3,2,1,1,0,2,2,2,3,2,1,1
ST6011,90.44,65.06,70.48,1,96.28,1,0,2.8,0,1,2,2,1,1,1,0,0,1,2,2,1
ST6012,74.77,73.14,66.45,2,67.55,1,2,7.5,1,2,2,2,0,0,2,2,1,2,2,2,0
ST6013,100,69.19,66.4,0,63.2,2,2,5.7,2,3,2,2,0,0,0,2,2,3,2,2,0
ST6014,62.35,83.51,58.68,0,76.32,1,1,5,1,1,1,0,1,0,0,1,1,1,1,0,1
ST6015,96.3,73.66,79.3,2,97.08,2,3,3.6,2,1,2,0,0,0,2,3,2,1,2,0,0
ST6016,74.77,52.22,68.92,2,55.89,2,0,5.3,1,0,2,2,1,0,2,0,1,0,2,2,1
ST6017,62.88,100,65.91,2,73.59,2,2,2.6,1,3,0,1,1,0,2,2,1,3,0,1,1
ST6018,65.23,69.11,59.03,2,79.76,1,3,4.3,0,2,0,1,0,1,2,3,0,2,0,1,0
ST6019,67.52,63.64,52.02,0,75.34,1,2,3.3,0,2,0,1,1,1,0,2,0,2,0,1,1
ST6020,77.94,81.42,83.7,2,78.82,2,2,9,1,3,0,1,1,0,2,2,1,3,0,1,1
ST6021,79.32,69.99,74.66,0,67.82,2,1,7.4,2,1,1,2,0,0,0,1,2,1,1,2,0
ST6022,63.97,72.39,48.51,0,69,1,3,6.6,2,2,0,2,0,0,0,3,2,2,0,2,0
ST6023,71.66,100,77.16,1,73.52,2,1,1.5,1,3,0,1,0,0,1,1,1,3,0,1,0
ST6024,100,61.6,79.07,0,63.7,1,1,6.2,1,2,0,2,1,0,0,1,1,2,0,2,1
ST6025,96.19,60.92,69.49,2,74.55,2,2,4.9,0,3,1,1,0,1,2,2,0,3,1,1,0
ST6026,78.11,67.87,87.18,2,71.11,1,2,6.9,1,2,2,1,1,0,2,2,1,2,2,1,1
ST6027,72.53,83.14,70.6,2,70.3,1,2,5.1,1,0,0,0,1,0,2,2,1,0,0,0,1
ST6028,73.68,41.9,51,2,78.21,2,3,4.5,2,3,2,1,1,0,2,3,2,3,2,1,1
ST6029,80.59,34.55,72.38,1,56.79,2,3,5,0,0,0,0,1,0,1,3,0,0,0,0,1
ST6030,57.68,56.61,70.94,1,72.71,1,3,0.9,0,3,1,1,0,0,1,3,0,3,1,1,0
ST6031,68.4,39.86,60.76,1,98.17,2,3,3,1,2,1,2,0,0,1,3,1,2,1,2,0
ST6032,48.64,59.2,74.88,1,64.14,2,2,5.2,0,2,1,0,1,0,1,2,0,2,1,0,1
ST6033,77.59,74.04,47.99,0,87.86,2,2,6.8,2,1,2,2,1,0,0,2,2,1,2,2,1
ST6034,81.06,51.75,79.89,1,75.55,1,1,3.4,1,2,1,1,0,0,1,1,1,2,1,1,0
ST6035,65.24,43.17,57.46,0,68.97,2,2,4.4,1,0,2,0,1,0,0,2,1,0,2,0,1
ST6036,94.04,67.11,56.18,2,61.79,2,3,1.3,2,1,1,1,1,0,2,3,2,1,1,1,1
ST6037,54.84,79.8,66.63,0,76.4,2,0,7.4,0,0,0,1,1,1,0,0,0,0,0,1,1
ST6038,51.5,38.88,73.2,0,89.53,2,2,6.7,0,0,0,2,1,0,0,2,0,0,0,2,1
ST6039,75.14,79.12,69.97,1,71.11,1,3,5.8,2,0,0,0,1,0,1,3,2,0,0,0,1
ST6040,86.66,79.08,59.09,2,74.19,2,1,5.3,2,0,0,2,0,0,2,1,2,0,0,2,0
ST6041,95.57,81.27,61.93,2,85.1,1,2,7.6,2,0,2,2,0,0,2,2,2,0,2,2,0
ST6042,65.58,85.5,54.4,1,78.41,1,0,2.9,2,3,1,0,0,0,1,0,2,3,1,0,0
ST6043,87.1,100,65.3,0,59.28,2,3,2.7,0,3,2,2,0,1,0,3,0,3,2,2,0
ST6044,71.46,60.3,80.9,1,75.99,2,2,6.6,0,1,2,1,1,1,1,2,0,1,2,1,1
ST6045,69.58,67.75,67.95,0,90.12,1,3,6.5,2,0,0,0,0,0,0,3,2,0,0,0,0
ST6046,84.37,59.34,78.31,1,74.63,2,0,2.1,2,3,1,0,1,0,1,0,2,3,1,0,1
ST6047,81.13,66.03,85.46,1,50,2,0,3.4,1,2,2,0,1,0,1,0,1,2,2,0,1
ST6048,49.93,90.53,60.94,2,78.88,1,1,7.9,1,1,2,0,0,0,2,1,1,1,2,0,0
ST6049,92.67,44.48,65.76,2,73.02,2,0,5.3,0,3,2,0,0,1,2,0,0,3,2,0,0
ST6050,91.32,52.22,94.05,2,56.71,2,2,6.1,1,2,2,0,1,0,2,2,1,2,2,0,1
ST6051,63.24,88.03,85.33,1,58.21,2,0,2.2,1,1,1,1,0,0,1,0,1,1,1,1,0
ST6052,77.54,82.32,47.93,2,84.75,1,2,5.8,1,2,0,0,1,0,2,2,1,2,0,0,1
ST6053,78.92,60.19,72.65,2,67.68,2,2,1.7,0,0,0,2,1,1,2,2,0,0,0,2,1
ST6054,75.65,79.67,68.01,1,65.93,1,3,0.5,1,2,2,2,1,1,1,3,1,2,2,2,1
ST6055,64.3,71.46,77.92,2,74.64,1,2,6,2,0,1,2,0,0,2,2,2,0,1,2,0
ST6056,62.6,90,59.06,0,68.56,1,2,7.4,0,1,1,0,1,1,0,2,0,1,1,0,1
ST6057,71.64,67.19,57.92,2,76,2,1,4,1,0,2,2,0,0,2,1,1,0,2,2,0
ST6058,88.42,82.41,59.89,0,72.97,2,3,3.4,0,2,1,1,0,1,0,3,0,2,1,1,0
ST6059,79.61,100,61.14,2,63,1,2,7.9,1,0,2,2,0,0,2,2,1,0,2,2,0
ST6060,66.81,75.57,77.78,1,69.89,1,1,4.1,0,0,0,0,1,0,1,1,0,0,0,0,1
ST6061,82.8,66.79,53.83,1,79.43,2,3,4.4,2,1,0,1,1,0,1,3,2,1,0,1,1
ST6062,32.12,77.56,60.53,2,75.42,2,0,7.9,1,0,0,1,1,0,2,0,1,0,0,1,1
ST6063,88.08,60.16,46.53,0,74.18,1,2,3.8,1,3,2,1,0,0,0,2,1,3,2,1,0
ST6064,47.64,100,80.09,2,94.37,2,0,3.2,0,1,2,2,1,1,2,0,0,1,2,2,1
ST6065,66.93,68.88,83.25,1,82.31,1,3,6.1,2,2,0,2,1,0,1,3,2,2,0,2,1
ST6066,56.32,61.63,64.08,2,83.52,1,3,3.1,1,1,2,0,0,0,2,3,1,1,2,0,0
ST6067,53.87,52.63,64.42,1,73.34,2,1,4.2,2,2,1,1,1,0,1,1,2,2,1,1,1
ST6068,88.25,83.56,73.44,0,77.2,2,2,1.9,1,2,0,0,1,0,0,2,1,2,0,0,1
ST6069,65.45,79.87,85.69,0,70.69,2,2,4.9,2,0,1,0,0,0,0,2,2,0,1,0,0
ST6070,76.85,58.04,72.9,1,82.78,1,1,4.6,1,1,1,0,1,0,1,1,1,1,1,0,1
ST6071,71.34,75.22,59.63,0,73.9,2,0,6.4,0,2,2,1,1,1,0,0,0,2,2,1,1
ST6072,78.68,41.86,48.57,1,77.22,2,3,6.2,0,3,2,1,1,0,1,3,0,3,2,1,1
ST6073,73.08,68.96,54.62,1,76.61,1,1,5.6,2,0,0,0,1,0,1,1,2,0,0,0,1
ST6074,54.04,73.24,68.88,1,74.82,1,3,5.3,1,0,2,1,1,0,1,3,1,0,2,1,1
ST6075,85.95,93.32,60.14,2,100,2,0,4.4,1,2,2,2,0,0,2,0,1,2,2,2,0
ST6076,65.09,53.67,70.34,0,68.33,2,0,5.7,2,3,1,1,1,0,0,0,2,3,1,1,1
ST6077,50.21,45.55,61.36,2,68.24,1,0,2.3,1,0,2,2,1,0,2,0,1,0,2,2,1
ST6078,66.01,51.67,55.3,2,81.94,1,2,0,0,1,0,1,1,1,2,2,0,1,0,1,1
ST6079,93.01,44.61,53.88,0,69.05,2,3,6.8,1,2,2,0,1,0,0,3,1,2,2,0,1
ST6080,83.9,87.39,86.75,2,72.09,2,3,5.8,0,3,0,0,1,0,2,3,0,3,0,0,1
ST6081,67.12,90.78,78.67,1,64.14,1,1,4.2,2,2,1,2,1,0,1,1,2,2,1,2,1
ST6082,67.11,71.12,88.77,2,79.92,2,3,6.6,1,0,1,2,0,0,2,3,1,0,1,2,0
ST6083,67.5,85.54,74.48,1,80.04,1,2,3,2,3,1,1,0,0,1,2,2,3,1,1,0
ST6084,100,68.14,62.84,0,71.85,1,1,3.1,0,2,0,2,0,0,0,1,0,2,0,2,0
ST6085,77.35,64.48,83.88,2,82.15,2,0,2.8,2,2,1,0,1,0,2,0,2,2,1,0,1
ST6086,78.02,60.67,67.6,0,56.42,2,3,5.6,2,2,1,1,1,0,0,3,2,2,1,1,1
ST6087,86.42,61.03,70.65,1,67.93,1,2,1.3,1,1,2,2,1,1,1,2,1,1,2,2,1
ST6088,75.34,41.24,67.49,2,73.3,1,2,3,2,1,0,0,0,0,2,2,2,1,0,0,0
ST6089,68.37,70.23,32.64,1,63.28,1,3,5.1,2,1,1,0,0,0,1,3,2,1,1,0,0
ST6090,69.25,65.35,87.26,1,57.51,2,2,2.1,1,1,2,1,0,0,1,2,1,1,2,1,0
ST6091,71,77.93,73.89,1,71.92,1,0,3.2,2,0,2,1,0,0,1,0,2,0,2,1,0
ST6092,71.48,67.5,71.96,0,81.94,1,3,0.1,0,2,1,1,0,0,0,3,0,2,1,1,0
ST6093,82.19,63.4,67.26,0,87.82,1,3,5.7,1,1,0,1,1,0,0,3,1,1,0,1,1
ST6094,72.73,52.06,69.96,0,69.53,2,3,3.1,0,0,1,2,0,0,0,3,0,0,1,2,0
ST6095,82.26,67.15,60.83,2,82.33,1,1,2.3,1,1,2,1,0,0,2,1,1,1,2,1,0
ST6096,70.87,77.81,75.4,1,81.37,2,0,1.9,2,0,0,2,0,1,1,0,2,0,0,2,0
ST6097,73.1,47.71,52.31,0,87.19,2,2,3.7,0,3,2,0,0,1,0,2,0,3,2,0,0
ST6098,44.03,67.4,70.23,1,71.5,1,3,1.3,0,1,1,1,0,0,1,3,0,1,1,1,0
ST6099,84.83,69.73,74.74,0,57.01,1,3,8.4,0,1,0,1,1,1,0,3,0,1,0,1,1
ST6100,76.85,54.51,65.62,1,75.7,1,2,0,2,2,1,1,1,0,1,2,2,2,1,1,1
ST6101,85.97,56.59,72.45,0,64.86,2,0,3.6,0,1,1,1,0,0,0,0,0,1,1,1,0
ST6102,31.45,69.69,56.1,0,67.76,1,2,4.7,0,1,1,1,1,0,0,2,0,1,1,1,1
ST6103,100,47.87,56.41,0,71.99,2,2,2.9,2,0,2,1,0,0,0,2,2,0,2,1,0
ST6104,70.05,71.6,70.84,0,71.61,2,3,4.9,2,2,0,1,1,0,0,3,2,2,0,1,1
ST6105,87.51,51.67,76.14,1,76.42,2,1,2.9,2,2,0,2,0,0,1,1,2,2,0,2,0
ST6106,57.44,83.01,45.5,0,82.03,2,1,7.6,0,3,2,1,0,1,0,1,0,3,2,1,0
ST6107,80.58,100,74.26,0,71.32,2,1,2.3,0,0,0,1,0,0,0,1,0,0,0,1,0
ST6108,57.25,52.23,61.48,0,78.96,2,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1
ST6109,63.27,74.55,65.69,1,75.15,1,1,1.9,1,0,1,2,0,1,1,1,1,0,1,2,0
ST6110,98.8,54.37,51.93,0,84.35,1,3,5.3,0,1,1,1,1,0,0,3,0,1,1,1,1
ST6111,69.33,82.66,57.78,1,73.11,2,1,4.3,0,3,2,1,0,0,1,1,0,3,2,1,0
ST6112,75.04,45.76,79.59,2,74.21,2,2,6,1,1,0,0,0,0,2,2,1,1,0,0,0
ST6113,84.18,73.69,68.39,1,71.26,1,3,5.5,1,2,2,1,1,0,1,3,1,2,2,1,1
ST6114,78.94,52.03,63.41,2,73.38,1,2,3.2,0,3,2,0,0,0,2,2,0,3,2,0,0
ST6115,74.11,62.69,66.6,0,67.17,1,1,3.5,1,1,2,0,1,0,0,1,1,1,2,0,1
ST6116,77.11,49.5,73.87,0,66.17,1,0,3.7,0,3,2,1,0,1,0,0,0,3,2,1,0
ST6117,100,79.16,73.29,1,82.76,2,1,8.3,2,2,1,1,1,0,1,1,2,2,1,1,1
ST6118,71.19,52.61,67.1,0,64.17,1,3,5.9,2,2,2,1,1,0,0,3,2,2,2,1,1
ST6119,74.82,74.83,81.12,0,71.81,2,2,8.3,2,0,0,0,0,0,0,2,2,0,0,0,0
ST6120,86.71,60.49,79.65,1,85.15,2,0,6.2,2,1,1,2,0,0,1,0,2,1,1,2,0
ST6121,87.48,64.17,72.96,0,71.47,1,0,4.4,1,3,1,2,0,0,0,0,1,3,1,2,0
ST6122,88.62,68.36,68.66,2,83.29,1,0,2.5,0,0,2,1,0,0,2,0,0,0,2,1,0
ST6123,80.94,53.81,75.89,2,69.09,2,2,4.9,1,3,1,1,1,0,2,2,1,3,1,1,1
ST6124,56,69.37,71.77,0,64.49,2,3,4.4,2,0,1,0,1,0,0,3,2,0,1,0,1
ST6125,94.87,90.49,80.73,0,59.05,2,0,4.3,2,0,1,0,1,0,0,0,2,0,1,0,1
ST6126,55.95,53.55,78.79,2,88.13,2,2,4.1,0,0,1,2,1,0,2,2,0,0,1,2,1
ST6127,76.24,84.75,55.78,0,63.63,1,2,0.4,1,2,1,0,1,0,0,2,1,2,1,0,1
ST6128,61.44,89.97,54.97,2,82.47,1,1,7,2,2,1,2,0,0,2,1,2,2,1,2,0
ST6129,71.1,52.94,59.59,1,65,1,2,4.4,1,2,0,1,0,0,1,2,1,2,0,1,0
ST6130,76.6,42.72,79.71,2,88.17,1,3,1.7,0,2,1,2,1,1,2,3,0,2,1,2,1
ST6131,76.5,70.83,49.08,0,97.07,1,3,5.5,0,3,1,2,0,0,0,3,0,3,1,2,0
ST6132,77.91,57.24,72.74,0,58.13,2,0,2.8,1,1,2,1,1,0,0,0,1,1,2,1,1
ST6133,94.59,95.9,72.35,2,64.15,2,2,5.6,0,2,1,2,1,1,2,2,0,2,1,2,1
ST6134,78.35,66.56,81.95,2,82.73,1,2,6.3,1,1,1,0,0,0,2,2,1,1,1,0,0
ST6135,68.58,53.16,70.16,0,80.13,1,1,6.5,1,0,2,0,1,0,0,1,1,0,2,0,1
ST6136,85.5,47.65,51.88,0,82.77,2,1,4.2,1,1,0,1,0,0,0,1,1,1,0,1,0
ST6137,88.65,83.44,56.49,0,69.26,2,2,3.7,2,2,0,1,0,0,0,2,2,2,0,1,0
ST6138,54.81,56.86,53.82,1,94.88,1,2,3.2,2,3,1,0,1,0,1,2,2,3,1,0,1
ST6139,80.36,66.7,61.54,1,76.18,1,2,3.1,1,2,0,0,1,0,1,2,1,2,0,0,1
ST6140,81.82,81.29,65.81,2,62.83,2,1,4.5,0,3,0,0,1,0,2,1,0,3,0,0,1
ST6141,67.83,58.25,54.01,2,72.47,1,1,4.1,0,2,0,0,0,1,2,1,0,2,0,0,0
ST6142,91.26,65.27,85.65,1,62.96,1,3,2.8,2,0,0,2,1,0,1,3,2,0,0,2,1
ST6143,69.9,65.73,52.1,1,90.91,2,0,2.2,1,3,1,0,1,0,1,0,1,3,1,0,1
ST6144,73.76,76.93,84.15,2,68.4,2,0,4.3,2,0,1,1,0,0,2,0,2,0,1,1,0
ST6145,69.58,75.45,82.22,1,79.92,2,0,3.6,1,2,2,1,0,0,1,0,1,2,2,1,0
ST6146,72.22,62.48,78.78,2,70.29,1,0,2.2,0,0,1,0,0,0,2,0,0,0,1,0,0
ST6147,56.65,67.02,59.67,0,68.85,2,1,6.2,0,1,1,2,0,1,0,1,0,1,1,2,0
ST6148,51.84,60.05,72.11,2,55.9,1,1,8,2,1,0,0,0,0,2,1,2,1,0,0,0
ST6149,94.32,42.36,52.67,1,80.98,2,2,6.4,0,3,0,0,0,0,1,2,0,3,0,0,0
ST6150,60.14,70.12,78.93,1,87.99,1,3,3.1,1,1,1,1,1,0,1,3,1,1,1,1,1
ST6151,58.12,96.28,67.11,1,65.84,1,3,4.4,0,1,1,1,0,0,1,3,0,1,1,1,0
ST6152,41.85,51.86,63.09,2,59.55,2,0,7.6,0,2,0,2,0,1,2,0,0,2,0,2,0
ST6153,63.05,53.63,53.32,1,83.03,1,2,2.2,2,2,1,2,1,0,1,2,2,2,1,2,1
ST6154,53.48,52.07,38.27,2,58.54,1,2,6.1,1,1,1,2,0,0,2,2,1,1,1,2,0
ST6155,94.99,77.59,55.54,0,87.2,2,1,1.6,2,3,0,1,1,0,0,1,2,3,0,1,1
ST6156,86.14,73.18,81.35,0,65.96,1,2,7.9,2,1,0,2,1,0,0,2,2,1,0,2,1
ST6157,62.37,63.46,63.17,1,63.97,2,3,3.6,0,2,2,0,1,0,1,3,0,2,2,0,1
ST6158,100,51.31,65.97,2,77.48,1,3,9,1,0,1,0,1,0,2,3,1,0,1,0,1
ST6159,85.74,67.48,75.87,2,64.62,2,2,8,1,3,0,1,0,0,2,2,1,3,0,1,0
ST6160,67.45,40.97,89.67,1,67.93,2,1,4.3,2,3,0,0,0,0,1,1,2,3,0,0,0
ST6161,37.01,68.29,83.9,2,78.54,1,3,3.1,2,1,1,2,0,0,2,3,2,1,1,2,0
ST6162,100,79.94,56.33,1,50.71,2,1,4.9,0,0,1,0,0,0,1,1,0,0,1,0,0
ST6163,52.55,45.98,44.69,1,91.42,2,1,4.1,1,3,0,2,0,0,1,1,1,3,0,2,0
ST6164,48.96,41.48,96.32,0,75.44,1,3,3.7,1,3,1,2,1,1,0,3,1,3,1,2,1
ST6165,86.32,91.27,95.23,1,62.07,2,1,1.2,0,2,2,2,0,1,1,1,0,2,2,2,0
ST6166,100,56.21,70.26,2,64.83,2,0,3.5,2,1,0,0,0,0,2,0,2,1,0,0,0
ST6167,91.38,84.18,52.75,1,84.92,2,0,2.3,1,1,0,1,0,0,1,0,1,1,0,1,0
ST6168,79.89,63.54,79.56,0,81.01,2,0,5.6,0,3,1,2,0,1,0,0,0,3,1,2,0
ST6169,80.33,63.41,66.7,0,88.87,1,2,6.5,2,0,0,0,1,0,0,2,2,0,0,0,1
ST6170,83.95,73.01,66.64,2,68.17,2,3,6,0,0,1,1,1,0,2,3,0,0,1,1,1
ST6171,82.63,51.86,78.73,1,77.97,2,0,5.2,1,0,2,0,1,0,1,0,1,0,2,0,1
ST6172,75.94,68.12,72.01,2,79.27,2,1,2.8,2,0,2,1,1,0,2,1,2,0,2,1,1
ST6173,73.46,59.9,53.77,2,81.95,1,0,4.9,0,1,2,0,1,1,2,0,0,1,2,0,1
ST6174,71.12,44.87,64.1,1,86.27,1,1,6.1,0,2,0,2,1,0,1,1,0,2,0,2,1
ST6175,61.44,71.4,75.93,0,67.83,2,3,3.3,0,0,2,0,1,1,0,3,0,0,2,0,1
ST6176,68.07,61.79,74.12,2,73.86,2,0,4.7,1,0,1,1,0,0,2,0,1,0,1,1,0
ST6177,48.3,63.49,71.14,2,68.9,1,3,4.2,1,2,1,2,0,0,2,3,1,2,1,2,0
ST6178,70.62,46.64,79.2,0,74.47,2,0,7.8,1,1,2,2,0,0,0,0,1,1,2,2,0
ST6179,58.16,91.46,63.66,1,81.98,2,1,6.2,0,2,2,0,1,0,1,1,0,2,2,0,1
ST6180,56.55,80.03,70.14,1,58.46,2,1,5.7,1,2,1,2,0,0,1,1,1,2,1,2,0
ST6181,74.52,81.43,27.49,1,86.09,2,2,1.1,0,0,2,1,0,1,1,2,0,0,2,1,0
ST6182,91.49,61.11,62.6,0,63.61,1,2,4.8,0,2,2,2,1,0,0,2,0,2,2,2,1
ST6183,84.86,38.33,77.17,2,71.93,1,2,4.2,0,2,2,1,0,1,2,2,0,2,2,1,0
ST6184,50.01,97.25,63.32,0,87.44,1,0,4.2,2,1,1,1,0,0,0,0,2,1,1,1,0
ST6185,58.15,65.02,62.41,2,78.28,1,3,1.4,0,0,1,1,1,0,2,3,0,0,1,1,1
ST6186,85.17,54.02,55.5,2,78.4,1,0,2.3,1,0,2,2,1,0,2,0,1,0,2,2,1
ST6187,58.25,72.67,80.04,1,63.19,2,1,4.4,0,3,1,2,1,1,1,1,0,3,1,2,1
ST6188,68.86,84.67,74.58,1,64.56,1,3,6.7,1,0,2,0,0,0,1,3,1,0,2,0,0
ST6189,79.7,65.63,77.9,1,84.41,2,1,3.3,2,1,2,1,1,0,1,1,2,1,2,1,1
ST6190,58.44,86.46,47.29,0,69.11,1,2,3.7,2,1,2,1,0,0,0,2,2,1,2,1,0
ST6191,73.48,83.33,66.07,1,70.05,2,1,8.1,0,1,0,0,0,0,1,1,0,1,0,0,0
